developer,year,items_qty,free_qty
FIVE12 GAMES LTD,2017,1,0
"FIX Korea, Co.LTD,FIX Games, Co. LTD",2013,1,0
"FK Digital,Arc System Works",2017,1,0
"FK Digital,Flyhigh Works",2016,1,0
FLAT12,2016,2,0
FLEB,2016,1,0
FLYNET STUDIOS,2016,1,0
FNGames,2013,1,1
FOAM Entertainment,2016,1,0
"FOO VR, Inc.",2017,2,0
FRENCH-BREAD,2016,2,0
FS FlightControl,2017,6,0
FS2Crew,2015,1,0
FS2Crew,2017,1,0
FSAddon Publishing,2015,1,0
FSDG Online,2015,1,0
FSDG Online,2016,4,0
FUN Creators,2014,1,0
FURYU Coporation,2017,1,0
FURYU Corporation,2017,14,0
FX Bilodeau,2017,1,0
FX Games,2017,1,1
FX Games Media,2016,1,1
FYRE Games,2016,1,1
Fabian Jarrett,2015,1,1
Fabio Biancarelli,2017,1,0
Fabio Cunha,2017,1,0
Fabio Ferrara,2014,1,0
Fabio Ferrara,2016,4,1
Fabio Ferrara,2017,1,0
"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",2016,1,1
"Fabio Ferrara,Fabio Mosca,Giulia Airoldi",2016,2,1
"Fabio Ferrara,Giulia Airoldi",2015,2,0
"Fabio Ferrara,Giulia Airoldi",2016,1,0
Fabraz,2015,1,0
Fabraz,2017,3,0
Fabricated Reality Software,2017,1,0
Fabrice BIZEC,2017,1,0
Fabrik Games Ltd,2016,1,0
Faceless Studios,2017,1,0
Facepunch Studios,2006,1,0
Facepunch Studios,2013,1,0
"Factor 5,LucasArts",1998,1,0
Factus Games,2017,1,0
"Facundo Balboa,Iván Piccione,Martín Díaz",2017,1,0
Fade Away,2017,1,0
Fading Club,2016,1,0
Failbetter Games,2015,1,0
Failbetter Games,2016,1,0
Failbetter Games,2017,1,0
Fair Games,2017,1,0
Fair Play Labs,2015,2,0
"Fair Weather Studios, LLC",2016,1,0
"Fair Weather Studios, LLC",2017,1,0
Fairytale Distillery,2017,4,1
Fakedice,2016,1,0
Fakt Software,2005,2,0
Fakt Software,2008,2,0
Fakt Software,2009,1,0
Fakt Software,2011,4,0
Fakt Software,2012,3,0
Fakt Software,2013,1,0
Fakt Software,2014,2,0
Fakt Software,2015,1,0
Fakt Software,2016,1,0
Falco Software,2017,1,0
Falcon Development,2017,4,0
Falcoware,2017,3,0
Falkrus,2017,1,0
Fallen Snow Studios,2016,1,1
Fallen Snow Studios,2017,1,1
Fallen Tree Games Ltd,2015,4,0
Fallen Tree Games Ltd,2016,2,0
FallenMaster,2015,1,0
Falling Star Games,2016,1,0
Falling Star Studio,2017,2,0
FamishedMammal,2016,1,0
FanPlymouth,2017,1,0
"Fancy Bytes, Reactor",2014,1,0
"Fancy Bytes, Reactor",2015,4,0
"Fancy Bytes,Reactor",2017,1,0
Fancy Factory,2017,1,0
Fancy Fish Games,2015,8,0
Fancy Fish Games,2017,2,0
FantaBlade Network,2016,2,1
FantaBlade Network,2017,1,1
Fantasia Studio,2017,1,0
"Fantasia Studio,Ray丶",2017,1,0
Fantasy Flight Games,2014,1,0
Fantasy Flight Games,2015,1,0
Fantasy Flight Games,2016,4,2
Fantasy Flight Games,2017,3,1
"Fantasy Flight Publishing, Inc.",2011,1,0
Fantogame,2016,1,0
"FantomenK,BubblePipeMedia",2016,1,0
"Far East War Development Team,Relic",2013,1,1
"Far East War Development Team,Relic",2016,1,1
Far Mills,2016,1,0
Far Mills,2017,1,0
"Far Mills,Mysterytag",2016,1,0
Far-off Daydream Games,2018,1,0
FarBox Games,2017,1,0
FarSight Studios,2013,7,1
FarSight Studios,2014,2,0
FarSight Studios,2015,2,0
FarSight Studios,2016,2,0
FarSight Studios,2017,2,0
"FarSight Studios, Inc.",2016,11,2
"FarSight Studios, Inc.",2017,1,0
FarSpace Studios,2015,1,0
"FarSpace Studios,Andrew Lloyd",2015,1,0
Faravid Interactive,2014,1,0
Faria,2016,1,0
Faris Mohammed,2015,1,0
Farjay.com,2016,1,0
Farlight Games Industry,2015,1,0
FarmerGnome,2015,2,0
FarrugiaSoft,2015,1,0
Farsky Interactive,2014,1,0
Farsky Interactive,2016,1,0
Fascimania,2014,1,0
Fascimania,2016,2,0
Fasold Games,2017,3,2
Fast Fall Studios,2017,1,1
Fast Forward Games,2016,2,0
FastRam Design,2016,1,0
FastRolling,2017,1,0
Fastbird Dev Studio,2017,1,0
Fastermind Games,2015,1,0
Fastermind Games,2016,1,0
Fastermind Games,2017,1,0
Fastline Simulation,2015,13,0
Fastline Simulation,2016,8,0
Fat Bomb Studios,2017,1,0
Fat Loot Games,2015,1,0
Fat Panda Games,2016,2,0
Fat Walrus Games,2016,1,0
Fatalitech,2017,1,0
"Fatbard,Boncho Games (made the game)",2016,1,0
"Fatbot Games, s. r. o.",2017,1,0
Fatih KAYA,2017,1,0
Faton,2013,1,0
Faton,2014,1,0
Faton,2016,2,0
Fatshark,2010,1,0
Fatshark,2011,3,0
Fatshark,2012,4,0
Fatshark,2014,1,0
Fatshark,2015,3,1
Fatshark,2016,6,2
Fatshark,2017,8,1
Faultline Games,2014,1,0
Faux-Operative Games,2017,3,0
Fayju,2014,1,0
Fazan,2016,1,0
Fazz Brothers,2017,1,0
FeatherFan,2017,1,0
Fedor Votrin,2016,1,0
Fedora Collective,2017,1,0
Fedorov Ilya &amp; Andrew Konovalov,2017,1,0
FeelThere,2015,1,0
FeelThere,2016,4,0
FeelThere,2017,21,0
"Fei,Leo,Yang",2017,1,0
Feline Fuelled Games,2017,3,1
Felip Guimerà,2016,3,2
Felip Guimerà,2017,1,0
Felipe Nicolazzi,2017,1,0
Felix Nickles,2017,1,0
Felix Schröder,2017,1,0
Felix Wunderlich,2015,1,0
Felix Wunderlich,2016,2,0
Fenix Fire Entertainment,2016,1,0
Fenrir Studios,2015,1,0
Feperd Games,2017,1,0
FergaTroid Studios,2016,1,1
Fermenter Games,2014,1,0
Fermenter Games,2016,1,0
Fermenter Games,2017,1,0
Fernando Cordoba,2016,2,1
"Fernando Ramallo,David Kanaga",2015,1,0
Ferocity 2D,2016,1,0
Ferullo Gaming,2017,1,0
Fervent,2015,1,1
Fervent,2016,1,1
Fever Pitch Studios,2001,1,0
Fewjix,2017,1,0
Fictiorama Studios,2015,2,0
Fiddlesticks Games,2016,2,0
Field of View CE,2017,1,0
Fifth Dimension Company,2016,2,0
"Figurehead Studios,CRASS Studios",2017,1,0
Filament Games,2013,1,0
Filament Games,2014,1,0
Filimundus,2015,1,0
"Filip Dusek, Empty Keys",2017,1,0
"Filip Victor,Valve",2015,1,1
Filippo Ceffa,2016,1,0
Final Boss Entertainment,2014,2,0
Final Form Games,2011,3,0
Final Game Studio,2017,1,0
Finalboss game studio,2015,1,0
Finalspark Gamestudios,2015,1,0
Fingertip Games UK,2015,1,0
Finish Line Games,2016,2,0
"Finji,Kittehface Software",2015,1,0
Finn Morgan,2012,1,0
FiolaSoft Studio,2015,4,0
FiolaSoft Studio,2016,2,1
Firaxis,2013,1,0
Firaxis,2017,3,0
Firaxis Games,2001,1,0
Firaxis Games,2005,2,0
Firaxis Games,2006,1,0
Firaxis Games,2007,1,0
Firaxis Games,2008,1,0
Firaxis Games,2013,1,0
Firaxis Games,2014,1,0
Firaxis Games,2015,1,0
"Firaxis Games,Aspyr (Mac and Linux)",2013,2,0
"Firaxis Games,Aspyr (Mac, Linux)",2010,7,0
"Firaxis Games,Aspyr (Mac, Linux)",2011,5,0
"Firaxis Games,Aspyr (Mac, Linux)",2012,1,0
"Firaxis Games,Aspyr (Mac, Linux)",2013,1,0
"Firaxis Games,Aspyr (Mac, Linux)",2014,1,0
"Firaxis Games,Aspyr (Mac, Linux)",2015,1,0
"Firaxis Games,Feral Interactive (Mac)",2006,1,0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2012,3,0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2013,1,0
"Firaxis,Aspyr (Mac, Linux)",2016,3,0
"Firaxis,Aspyr (Mac, Linux)",2017,2,0
"Firaxis,Feral Interactive (Linux),Feral Interactive (Mac)",2016,1,0
"Firaxis,Feral Interactive (Mac and Linux)",2016,3,0
"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",2016,2,0
"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",2017,1,0
Fire Engrave,2017,1,0
Fire Face Corporation,2016,1,0
"Fire Face Corporation,Adult Swim Games",2016,1,0
Fire Hose Games,2013,2,0
Fire Tap Games,2017,1,0
FireBurnGames,2017,1,0
FireFly Studios,2001,1,0
FireFly Studios,2002,1,0
FireFly Studios,2009,2,0
FireFly Studios,2012,3,1
FireFly Studios,2014,1,0
FireFly Studios,2015,6,0
FireFly Studios,2017,2,1
"FireFly Studios,Firaxis Games",2006,1,0
FireForge Games,2016,2,0
Fireballed Studio,2017,1,0
Firebase Industries Ltd.,2014,1,0
Firebrand Games,2013,1,0
Firebrush Studios,2016,1,0
Firedance Games,2013,1,0
Firedog Creative Company Limited,2017,1,0
Fireglow,2001,1,0
Fireglow,2002,1,0
Fireglow,2007,1,0
Firehawk Studios,2016,1,0
Firemint,2010,1,0
Fireproof Games,2014,1,0
Fireproof Games,2016,1,0
Firestorm Entertainment,2017,2,0
First Class Simulations,2015,8,0
First Class Simulations,2017,2,0
First Games Interactive,2016,2,0
First Games Interactive,2017,1,0
FirstForever,2015,1,0
FirstForever Studios,2015,3,0
Fishcow Studio,2013,1,0
Fishcow Studio,2017,1,0
"Fisher Wagg,Simon Wagg,Aaron Taylor",2017,1,0
Fishing Cactus,2016,2,0
Fishing Cactus,2017,1,0
Fishing Planet LLC,2015,3,1
Fishing Planet LLC,2016,10,0
Fishing Planet LLC,2017,19,0
Fishlabs Entertainment GmbH,2012,1,0
Fishmoose Interactive,2017,2,0
Fistful of Frags Team,2014,1,1
Fivang,2015,1,0
Five Archers Games,2014,1,0
Five Archers Games,2015,1,0
Five Cubed,2015,1,0
Five entertainment,2017,1,0
Fiveamp,2017,1,1
Fixer Games,2017,1,0
Fixpoint Productions Ltd.,2014,2,0
Flame Spirit Software Studio,2016,1,0
Flamebait Games,2017,1,0
"Flaming Bat Studios,Bareware Studios",2017,1,0
Flaming Pumpkin Ltd,2015,1,0
Flamy Frog Interactive,2016,1,0
Flamy Frog Interactive,2017,1,0
FlashBack media,2017,2,0
"Flashback Games,The Lordz Games Studio",2011,3,0
"Flashback Games,The Lordz Games Studio",2012,3,0
"Flashback Games,The Lordz Games Studio",2013,1,0
"Flashback Games,The Lordz Games Studio",2014,1,0
"Flashback Games,The Lordz Games Studio",2015,6,1
"Flashback Games,The Lordz Games Studio",2016,7,0
"Flashpoint Studios,Nightdive Studios",1994,1,0
Flat Earth Games,2014,1,0
"Flat Earth Games,Epiphany Games",2015,1,0
Flat Software,2012,1,0
Flat Software,2014,1,0
Flat Voxel,2015,1,0
FlatCircle,2017,1,0
FlatRedBall,2016,2,0
Flatbox Studios,2016,3,0
Flatline games,2015,1,0
Fledermaus,2014,1,0
Flenx,2015,1,0
Fletcher's Games,2016,1,0
FlexileStudio,2015,1,0
Flight Systems,2017,1,0
FlightSoft,2017,1,0
Flightless,2015,1,0
FlipSwitch Games,2016,1,0
Flippfly LLC,2015,2,0
Flix Interactive,2015,1,0
"Flo Knödl,Johannes Fischer,Michael Hütter,Christoph Müller,Simon Eberl,Thomas Kern,Lukas Schönwiese",2017,1,1
Floating Island Games,2017,1,0
Floor59Games,2016,1,0
Florent Vieillescazes,2017,1,0
Flow Combine,2014,2,0
Flox Studios Ltd.,2016,3,0
Fluffex Studios,2017,1,0
Fluffy Kitten Studios,2015,3,0
Fluffy Kitten Studios,2016,1,0
Fluik Entertainment Inc,2016,1,0
Flump Studios,2013,1,0
Flump Studios,2014,2,1
Flump Studios,2015,3,0
Flump Studios,2016,1,0
Fly System,2014,1,0
FlyAnvil,2016,2,1
FlySimWare,2016,3,0
FlySimWare,2017,1,0
Flying Cafe for Semianimals,2015,2,0
Flying Carpets Games,2016,2,0
"Flying Fire, LLC",2017,2,0
Flying Helmet Games,2016,2,0
Flying Helmet Games,2017,1,0
Flying Kiwi,2017,1,0
Flying Mollusk,2016,1,0
Flying Mollusk,2017,1,0
"Flying Mollusk, LLC",2015,1,0
Flying Oak Games,2016,2,0
Flying Rain,2017,1,0
Flying Robot Studios,2017,1,0
Flying Wild Hog,2012,2,0
Flying Wild Hog,2013,1,0
Flying Wild Hog,2014,1,0
Flying Wild Hog,2016,4,0
Flying Wild Hog,2017,2,1
Flying. Stone. Production,2017,2,0
Flyleap Studios,2016,1,1
Flyleap Studios,2017,2,0
Flyleap Studios Pty. Ltd.,2013,1,0
FlynnFour Games,2017,1,0
Flynns Arcade,2016,1,0
Flynns Arcade,2017,2,0
FobTi interactive,2014,1,0
FobTi interactive,2016,1,0
Focus Home Interactive,2013,1,0
Focus Home Interactive,2015,2,1
Focus Multimedia,2016,2,0
Foggybus,2016,1,0
Fold Up Studios,2017,1,0
FomoonSoft,2017,1,0
Foolish Mortals Games,2017,2,0
"Foot in the Box, LLC",2015,1,0
"Footmade,Dagestan Technology",2015,1,0
For All To Play,2014,2,0
For All To Play,2016,1,1
For Kids,2017,19,1
Forbes  Consult Ltd,2015,1,0
Forbes Consult Ltd,2015,1,1
Force Of Habit,2014,1,0
Forceight,2016,1,0
Forcequitapplicatons,2015,1,0
Foremost Games,2017,1,0
ForepawSoft,2014,1,1
ForepawSoft,2016,1,1
Forever Entertainment S. A.,2013,1,0
Forever Entertainment S. A.,2014,6,0
Forever Entertainment S. A.,2015,5,0
Forever Entertainment S. A.,2016,2,0
Forever Entertainment S. A.,2017,1,1
"ForeverBound,Valiant,RollingFacade",2015,1,0
Forge Reply,2013,1,0
Forge Reply srl,2014,1,0
Forge Reply srl,2015,1,0
Forgotten Games,2016,1,0
Forgotten Key,2017,2,0
Fork Particle Games,2016,1,1
Format,2017,4,0
Formosoft International,2015,1,0
Formslingers,2017,1,0
Forrest Keel,2016,1,0
Forte Sounds,2014,1,0
Forthright Casual Games,2016,1,0
"Forthright Casual Games,Beyond-Limits-Games",2015,1,0
Forthright Entertainment,2016,1,0
"Fortress Forever Development Team,Trepid Studios",2007,1,0
Forward Instinct,2017,1,0
Fosfatina Ediciones,2017,1,0
Four Circle Interactive,2014,1,0
Four Circle Interactive,2016,1,0
Four Eyes Productions,2016,1,0
Four Eyes Productions,2017,1,0
Four Lights,2014,2,0
Four Lights,2015,1,0
Four Mans Games L.L.C.,2016,1,0
Four Quarters,2015,2,0
Four Winged Studio,2016,2,0
FourbitFriday,2015,1,0
Fourfold Games,2017,1,0
Fowers Games,2017,1,0
Fox Dawn,2016,1,1
Foxie Games,2017,4,0
"Fractal Box,Moving Player",2016,2,0
Fractal Phase,2017,2,0
Fragment Production Ltd,2014,1,0
Fragment Production Ltd.,2015,1,0
FrameLineNetwork,2015,1,0
FrameLineNetwork,2016,2,0
FrameLineNetwork Kft.,2014,1,0
Francesco Pellaco,2016,1,0
Francesco Trovato,2016,1,0
Francois Braud (Volatile Dove),2016,1,0
Francois Roussel,2016,1,0
Frank J Sudol,2017,1,0
Frank Lucas,2016,1,1
"FranticDreamer,SpoNk",2017,1,0
Fraoula,2016,2,0
FreakZone Games,2013,1,0
FreakZone Games,2015,1,0
FreakZone Games,2016,2,0
FreakZone Games,2017,1,0
Freakinware Limited,2016,1,1
Freakinware Studios,2015,1,1
Freakinware Studios,2016,1,1
Fred Ells,2018,1,0
Fred Wood,2014,1,0
Fred Wood,2017,2,0
"Fred Wood,James Bennett",2015,1,0
Frederik Holst,2017,1,0
"Free Games Info,hyperboreanGames",2016,2,1
Free Lives,2014,1,1
Free Lives,2015,2,0
Free Lives,2016,1,0
Free Range Games,2016,1,1
Free Range Games,2017,1,0
Free Reign Entertainment,2015,1,0
Free Time Farmers,2017,1,0
Freebird Games,2011,1,0
Freebird Games,2012,1,0
Freebird Games,2014,2,0
Freebird Games,2015,3,0
Freebird Games,2017,1,0
Freebird Games,2021,1,0
Freedom Factory,2014,2,0
Freedomize Studio,2016,1,0
Freedomize Studio,2017,2,0
Freegamer,2007,1,0
Freegamer,2014,2,0
Freehold Games,2014,1,0
Freehold Games,2015,2,0
Freejam,2016,4,0
Freejam,2017,1,1
Freekstorm,2017,1,0
"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",1999,1,0
"Freeze Tag Inc.,iQ212",2009,1,0
FreezeNova,2016,3,0
FreezeNova,2017,4,0
Frere d'Arme,2016,1,1
Fresh3D,2014,1,0
"FreshGem,Zillion Whales",2015,1,0
Freshly Squeezed,2016,1,0
"Freshly Squeezed,Joel Forssell",2016,1,0
Freshtrax,2017,1,0
Freshtrax,2018,1,0
Frictional Games,2007,1,0
Frictional Games,2009,1,0
Frictional Games,2010,1,0
Frictional Games,2015,1,0
Friendly Cactus,2016,1,0
Friendly Cactus,2017,1,0
Frima,2009,1,0
Frima Studio,2013,1,0
Frima Studio,2014,2,0
Frima Studio,2015,1,0
Frima Studio,2016,1,0
Frisky Fatal Games,2016,1,0
Frismos,2017,1,0
Frizzank,2017,1,0
Frog the Door Games,2017,1,0
Frogames,2008,2,0
Frogames,2016,2,0
Frogames,2017,1,0
Frogdice,2014,2,0
Frogdice,2017,3,1
Frogmind,2015,2,0
Frogshark,2016,1,0
Frogsong Studios AB,2015,1,0
Frogwares,2003,1,0
Frogwares,2004,1,0
Frogwares,2008,4,1
Frogwares,2009,1,0
Frogwares,2012,1,0
Frogwares,2013,1,0
Frogwares,2014,1,0
Frogwares,2016,2,0
Frolov Pavel,2017,1,0
From Earth Team,2016,1,1
From Nothing Game Studios,2015,2,0
From Soy Sauce LLC,2010,1,0
From Soy Sauce LLC,2012,1,0
From Soy Sauce LLC,2015,3,0
From Soy Sauce LLC,2016,1,0
From The Bard,2016,1,0
From The Bard,2017,1,0
FromSoftware,2009,1,0
FromSoftware,2012,1,0
"FromSoftware, Inc",2014,5,0
"FromSoftware, Inc",2015,1,0
"FromSoftware, Inc.",2016,2,0
"FromSoftware, Inc.",2017,1,0
Frontier,2007,1,0
Frontier Developments,2016,9,0
Frontier Developments,2017,5,0
Frontier Works,2014,1,0
Frontier Works,2015,1,0
"Frontier,Aspyr (Mac)",2006,1,0
Frontwing,2015,3,0
Frontwing,2016,2,0
Frontwing,2017,3,0
Frost Earth Studio,2014,1,0
Frost Studios,2017,1,0
Frostbullet,2017,1,0
Frostcloud Studios,2015,1,0
Frostflake Studios,2017,1,0
Frozen District,2015,1,0
Frozen Flame,2016,1,0
Frozen Flame,2017,1,0
Frozen Orb,2015,1,0
Frozen Rose,2017,1,0
Frozen Yak Entertainment,2014,1,1
"FrozenCrate, LLC",2017,1,0
FrozenPepper,2017,2,0
FrozenPepper S.R.L,2017,17,1
Frozenbyte,2006,1,0
Frozenbyte,2007,1,0
Frozenbyte,2009,1,0
Frozenbyte,2013,1,0
Frozenbyte,2015,1,0
Frozenbyte,2016,1,0
Frozenbyte,2017,2,0
Frozenmark Games,2016,1,0
Frudelsoft,2016,1,1
Frymore,2017,2,0
Fueled By Rockets,2017,1,0
Fuero Games,2016,2,1
Fugazo,2014,2,0
Fugitive Games,2016,2,0
Fula Fisken,2016,1,1
Full Control,2014,1,0
Full Control,2015,1,0
Full Control Studios,2013,3,0
Full Control Studios,2014,4,0
Full Control Studios,2015,2,0
Full Metal Jacket Games,2017,1,0
FullPowerSideAttack.com,2013,1,0
Fullbright,2013,1,0
Fullbright,2017,1,0
Fully Bugged,2015,1,0
Fumiko Game Studio,2017,1,0
Fun Bits,2017,1,0
Fun Infused Games,2015,3,0
Fun Infused Games,2016,1,0
Fun Sponge Games,2016,1,0
Funatics Software,2014,1,0
Funatics Software,2015,5,0
Funatics Software,2016,3,0
Funcom,2000,1,0
Funcom,2001,1,1
Funcom,2006,1,0
Funcom,2013,1,1
Funcom,2015,1,0
Funcom,2016,3,1
Funcom,2017,10,2
Funforge,2017,1,0
Fungameco Ltd,2015,1,0
Funghisoft,2017,2,0
Funkitron,2006,1,0
Funktronic Labs,2015,2,0
Funktronic Labs,2017,2,0
Funky Logic Studios,2014,1,0
Funnel Inc.,2013,1,0
FunnerFlight,2017,2,0
"Funny Games Group,Catstudio",2016,1,0
"Funselektor Labs Inc.,FlippFly",2015,1,0
Funtime,2016,1,1
Furion Studios,2016,1,0
Furiously Inactive Games,2017,2,0
Fury Software,2011,1,0
Fury Software,2016,1,0
Fury Software,2017,1,1
Fusion.Robot &amp; Co,2017,1,0
FuturLab,2015,1,0
"Future Games Select,Cayle George",2017,3,2
"Future Games,Unknown Identity",2003,1,0
FutureVisionsGames,2016,1,0
FutureVisionsGames,2017,1,0
Futuremark,2012,2,0
Futuremark,2013,1,0
Futuremark,2015,5,5
Futuremark,2016,1,0
Futuremark,2017,1,0
Fuyu Games AB,2017,1,0
Fyn Games,2017,1,0
Fürst,2017,2,0
G-OLD,2015,1,0
"G-STYLE Co,. Ltd.",2016,2,0
"G-STYLE Co., Ltd.",2016,1,0
G-TraX,2013,4,0
G-TraX,2017,1,0
G-Trax Simulations,2011,1,0
G. A. Williams,2017,1,0
G. Malta,2017,8,0
G.Malta,2017,1,0
G.rev Ltd.,2015,1,0
G.rev Ltd.,2017,6,3
G21 Studio,2016,1,0
G2CREW,2016,2,1
G5 Entertainment,2010,1,0
G5 Software,2004,1,0
G5 Software,2005,2,0
"GAME ARTS Co., Ltd.",2014,1,0
"GAME ARTS Co., Ltd.,SkyBox Labs",2015,1,0
GAME FREAK,2015,1,0
GAME FREAK inc.,2017,2,0
GAME NA KIBUN,2016,1,0
GAMES FOR HUMANS,2017,2,0
GAMESinFLAMES,2017,1,1
GB Patch Games,2017,4,1
GBROSSOFT,2017,1,0
GCRH,2017,1,0
"GCRH,Daynar",2017,1,0
GDT Limited,2015,1,1
GE Games,2017,1,0
GFI Russia,2008,1,0
GG-Works,2015,1,0
GGHF,2017,1,0
GHRIAN STUDIO,2016,1,0
GHSSJ,2017,1,0
GIANTY Inc.,2017,2,1
GKT Studios Entertainment,2016,1,0
GMGame,2017,1,0
GNISoft,2016,1,0
GOGII Games,2015,1,0
GOGII Games,2016,1,0
GOTY LLC,2016,1,0
GRAOUMF,2013,4,0
"GRASSHOPPER MANUFACTURE INC.,AGM PLAYISM",2016,2,0
GRIN,2015,1,0
GRIP Digital s.r.o.,2014,1,0
GSC Game World,2001,1,0
GSC Game World,2002,2,0
GSC Game World,2003,2,0
GSC Game World,2005,1,0
GSC Game World,2006,2,0
GSC Game World,2007,1,0
GSC Game World,2008,1,0
GSC Game World,2010,1,0
GSC Game World,2011,1,0
GSC Game World,2016,3,0
GSC Game World,2017,7,2
GTE Entertainment,1996,1,0
GTGD,2014,2,0
GTGD,2015,1,0
GTGD,2016,1,0
"GZ Storm,Astrojone",2015,1,0
"GZ Storm,Lazrael",2016,1,0
GabberGames.com,2015,1,0
Gabhel Games,2016,1,0
Gabriel Entertainment,2007,1,0
Gabriel Interactive,2016,1,0
Gabriel Priske,2014,1,0
"Gabriel Priske,Luke Thomas",2014,1,0
Gaijin Entertainment,2009,2,0
Gaijin Entertainment,2010,1,0
Gaijin Entertainment,2013,1,0
Gaijin Entertainment,2016,1,0
Gaijin Entertainment,2017,3,0
Gaijin Entertainment Corporation,2012,2,0
Gaijin Games,2010,1,0
Gaijin Games,2011,1,0
Gaijin Games,2012,4,0
Gaijin Games,2013,4,0
Gaijin Games,2014,2,0
Gal Hajaj,2017,1,0
"Galactic Bits, Inc",2016,1,0
Galactic Cafe,2013,1,0
"Galavalomka Games,Aslan Game Studio",2016,1,0
Galaxy Game Studio,2017,2,1
Galaxy Gate,2014,1,1
Galaxy Gate,2016,1,0
Galaxy Gate,2017,1,1
GalaxyTrail,2014,3,0
Galdor Studios,2017,1,0
Galhmac Game Studio,2013,1,0
Galvanic Games,2016,1,0
Gamatic,2014,1,0
Gambreng Games,2017,1,0
Gambrinous,2015,3,0
Gambrinous,2016,1,0
Game Alchemists,2017,2,0
Game Cartel,2014,1,0
Game Dev Castle,2014,1,0
Game Dev Castle,2017,2,0
Game Developer X,2016,1,0
Game Distillery s.r.o.,2011,1,0
Game Ever Studio,2017,4,0
Game Freak,2015,1,0
Game Grumps,2017,1,0
Game Mechanics,2016,2,0
Game Mechanics LLC,2016,1,0
Game Science,2016,1,1
Game Scorpion Inc.,2014,1,0
Game Soup LLC,2017,1,0
Game Studio 78,2015,1,0
Game Studio Abraham Stolk Inc.,2015,1,0
Game Studio Abraham Stolk Inc.,2016,2,1
Game Swing,2016,2,1
Game e Arte,2017,1,0
Game in a Bottle,2015,1,0
Game-Labs,2014,1,0
Game-Labs,2016,1,0
Game-Labs,2017,1,0
"Game-Ready Studio,Nova Dimension",2017,1,0
GameArt Studio GmbH,2014,3,0
GameArt Studio GmbH,2015,5,0
GameArt Studio GmbH,2016,1,0
GameBubble06,2017,1,0
GameChanger Studio,2016,1,0
GameChanger Studio,2017,1,0
GameCoder Studios,2016,1,0
"GameConnect,InterWave Studios",2011,1,0
GameCrafterTeam,2017,1,0
GameHouse,2016,5,0
GameHouse,2017,3,0
GameIndica Entertainment,2015,2,0
GameMill Entertainment,2016,1,0
GameORE,2014,1,0
GameOrchard Productions,2017,2,1
GamePhase,2015,1,0
GamePhase,2017,1,0
GamePrix,2014,1,1
GameStar,2010,1,0
GameTop.com,2016,1,1
GameTop.com,2017,1,1
GameUS Inc,2016,3,0
GameUS Inc.,2015,25,0
GameWriterStudio,2017,1,0
Gamebell Studio,2014,1,0
"Gamebryo,Virtual Playground",2007,1,0
Gamechuck,2017,1,0
Gamecosm,2016,1,0
Gameface Games Ltd,2017,1,0
Gameland Studios,2017,1,0
Gameloft,2017,4,4
Gamemag,2016,1,1
Gamepainters,2017,1,0
Gamepires,2012,1,0
Gamepires,2013,1,0
Gamepires,2014,1,0
Gamepires,2015,1,0
Gameplay Ltd.,2017,2,0
Gamepopper,2017,1,0
GamerGG,2017,1,0
Gamera Interactive,2017,3,0
Gamerizon,2009,1,0
GamersHype Productions,2016,4,0
GamersHype Productions,2017,7,0
GamerzDan,2017,1,0
Games By Nemiz,2017,1,0
Games Distillery s.r.o.,2013,1,0
Games Faction,2008,1,0
Games Farm,2004,1,0
Games Farm,2013,1,0
Games Farm,2014,2,0
Games Farm,2017,1,0
"Games Farm,3Division",2011,1,0
"Games Farm,3Division",2012,1,0
Games For Tutti,2016,1,0
"Games For Tutti,Javier Díaz Ríos",2016,1,0
Games Hut,2014,1,0
Games Hut,2016,1,0
Games Of Edan,2017,1,0
Games Up,2014,1,0
Games With Dragons In,2015,1,0
Games by Brundle,2016,1,0
Games by Brundle,2017,1,0
Games by Brundle,2018,1,0
"Games by Robert, LLC",2015,1,0
Games++,2017,2,0
GamesCafe,2016,1,0
Gamesare,2014,1,0
Gamesare,2015,2,0
Gamesare,2017,1,0
Gamesoft,2016,1,0
Gamestar,2014,1,0
Gamestarters,2015,1,0
Gamestone Studio,2017,1,0
GamestormVR,2017,1,1
Gametek Brasil,2015,1,0
Gametology,2016,1,0
Gametroleum,2017,1,0
Gameware Studios,2015,1,0
"Gamieon, Inc.",2015,1,0
Gaming Cats Studio,2015,1,1
Gaming Corps AB,2016,2,0
Gaming Minds,2012,4,0
Gaming Minds Studios,2010,1,0
Gaming Minds Studios,2011,1,0
Gaming Minds Studios,2015,1,0
Gamious,2014,1,0
Gamious,2016,2,1
Gamious,2017,2,0
GammaLateral,2014,1,0
Gammosaur,2016,1,0
Ganz,2014,1,1
Ganz Studio,2015,1,1
Garage 227,2016,3,0
Garage Monkey Studio,2015,1,0
Garden Knight Games,2015,1,0
Garden Shed Studios,2017,1,0
Gary &amp; Eddy,2017,1,0
