user_id,total_items,total_spent
76561198062091405,58,729.57
76561198062091499,14,169.91
76561198062092084,26,372.68
76561198062092163,222,2536.17
76561198062092839,60,689.5
76561198062093339,20,317.88
76561198062093693,32,302.8
76561198062095122,13,78.93
76561198062096273,14,74.96
76561198062097459,78,979.1
76561198062098036,44,217.69
76561198062098692,16,129.91
76561198062099331,62,743.54
76561198062101719,7,44.97
76561198062102182,9,59.96
76561198062102483,55,499.66
76561198062102974,33,276.82
76561198062103239,13,139.91
76561198062105950,98,973.62
76561198062110429,74,1088.52
76561198062114029,32,284.68
76561198062114371,20,69.95
76561198062114643,159,1721.57
76561198062114997,10,19.98
76561198062115677,37,186.87
76561198062118847,3,19.98
76561198062120246,13,207.89
76561198062121547,110,1408.92
76561198062122045,21,39.97
76561198062125305,45,408.53
76561198062128993,63,626.4
76561198062131528,60,342.35
76561198062133082,71,540.46
76561198062134086,3,39.99
76561198062136873,52,656.35
76561198062137247,70,493.37
76561198062139862,55,696.26
76561198062140925,12,107.93
76561198062147736,145,983.04
76561198062150407,66,625.35
76561198062151124,81,755.49
76561198062152476,26,264.87
76561198062152956,66,903.33
76561198062153135,104,314.5
76561198062158594,3,0.0
76561198062159787,7,94.96
76561198062160824,51,842.34
76561198062161301,13,179.92
76561198062162627,52,884.04
76561198062164783,112,1089.96
76561198062166031,12,19.99
76561198062166657,9,114.95
76561198062167267,74,667.19
76561198062168167,8,9.99
76561198062172940,8,91.92
76561198062173376,31,9.99
76561198062173905,36,362.56
76561198062174028,26,364.79
76561198062177156,89,593.12
76561198062177807,2,19.99
76561198062179535,36,219.79
76561198062179605,2,19.99
76561198062180149,11,44.98
76561198062180186,9,39.98
76561198062180531,47,609.58
76561198062180678,105,1043.03
76561198062180901,47,278.81
76561198062181105,64,644.43
76561198062181754,13,119.92
76561198062183529,45,353.67
76561198062185026,139,951.87
76561198062187906,12,64.95
76561198062189283,132,1738.92
76561198062189433,31,190.85
76561198062193315,30,348.75
76561198062196434,162,2364.62
76561198062199495,75,806.61
76561198062200661,11,114.93
76561198062201061,14,244.9
76561198062201322,14,134.91
76561198062202574,24,158.66
76561198062204462,36,305.82
76561198062206091,183,2493.07
76561198062206278,153,1770.98
76561198062206493,30,161.79
76561198062210602,6,14.98
76561198062210635,4,19.99
76561198062210788,87,460.72
76561198062213311,6,49.97
76561198062214332,83,899.35
76561198062214459,213,2493.89
76561198062214509,3,24.98
76561198062215077,9,124.94
76561198062218641,36,339.76
76561198062219899,2,29.98
76561198062223344,22,175.75
76561198062223356,23,277.81
76561198062224629,27,224.87
76561198062224748,15,183.81
76561198062225265,1,9.99
76561198062225911,8,71.87
76561198062230377,261,2973.63
76561198062231934,56,752.41
76561198062232258,95,1731.17
76561198062232549,149,1792.43
76561198062235170,68,691.48
76561198062238127,71,915.3
76561198062238249,131,1406.62
76561198062239284,48,93.85
76561198062241538,7,29.98
76561198062243218,25,228.7
76561198062243753,56,309.62
76561198062244065,20,120.9
76561198062248628,4,9.99
76561198062249515,62,434.64
76561198062253611,32,257.62
76561198062260531,4,10.98
76561198062264528,71,979.48
76561198062267211,9,129.96
76561198062267425,19,204.88
76561198062267901,86,760.35
76561198062268488,13,124.93
76561198062268518,27,314.87
76561198062268645,194,2052.36
76561198062271200,72,755.49
76561198062271952,58,807.51
76561198062275390,171,2060.76
76561198062276935,185,1936.05
76561198062277292,47,372.71
76561198062278911,34,323.71
76561198062279725,10,29.98
76561198062282416,49,553.76
76561198062284504,1,0.0
76561198062288797,48,268.53
76561198062291025,1,9.99
76561198062295436,51,427.51
76561198062295676,56,489.65
76561198062298425,59,785.33
76561198062298758,34,133.82
76561198062299453,65,654.54
76561198062300914,75,1019.43
76561198062303177,98,806.44
76561198062303328,62,608.58
76561198062311807,180,1922.3
76561198062312012,1,0.0
76561198062312276,12,84.94
76561198062315054,229,2767.28
76561198062315156,26,289.72
76561198062318197,3,9.99
76561198062318949,36,416.75
76561198062319930,5,34.98
76561198062325995,9,37.96
76561198062326686,168,1530.66
76561198062326873,234,2873.75
76561198062327886,57,363.63
76561198062328445,151,1777.23
76561198062328817,19,204.87
76561198062331003,18,169.75
76561198062336719,13,74.95
76561198062336903,57,376.32
76561198062337336,36,244.85
76561198062346526,52,472.66
76561198062346660,10,109.94
76561198062351501,14,69.96
76561198062351620,12,108.83
76561198062352504,2,9.99
76561198062358633,45,745.65
76561198062359337,170,2136.67
76561198062360504,41,540.71
76561198062364056,26,282.61
76561198062367788,11,119.91
76561198062369048,98,1201.07
76561198062370319,23,327.84
76561198062372223,62,263.72
76561198062374715,134,1083.43
76561198062375205,131,887.54
76561198062376875,75,923.33
76561198062377616,22,89.96
76561198062378018,34,336.67
76561198062378132,31,249.86
76561198062379530,26,298.86
76561198062379753,127,1373.26
76561198062379876,26,197.86
76561198062384918,5,29.98
76561198062385314,139,1964.57
76561198062387277,260,3693.61
76561198062390234,8,89.97
76561198062393433,3,34.98
76561198062396491,70,925.42
76561198062398182,5,44.97
76561198062399122,11,104.96
76561198062400008,15,67.94
76561198062402258,87,625.41
76561198062403736,118,1235.88
76561198062405478,73,301.54
76561198062406902,113,1252.13
76561198062407282,9,94.94
76561198062411680,35,400.81
76561198062412699,133,1645.95
76561198062413017,82,1209.37
76561198062413500,41,278.72
76561198062414147,45,171.86
76561198062417966,140,1240.7
76561198062419869,1,19.99
76561198062421790,8,94.96
76561198062421868,11,129.73
76561198062422084,83,1080.24
76561198062422965,20,34.98
76561198062424111,40,310.84
76561198062425414,4,54.98
76561198062425854,128,2293.63
76561198062426495,20,364.89
76561198062428791,2,29.99
76561198062432506,26,338.69
76561198062432896,51,565.61
76561198062438552,15,145.92
76561198062440911,70,723.38
76561198062441635,78,553.51
76561198062444222,5,74.97
76561198062444474,10,0.0
76561198062445453,22,204.87
76561198062447997,35,453.79
76561198062448638,88,959.14
76561198062450095,75,781.42
76561198062451247,55,586.47
76561198062454216,141,1569.67
76561198062458537,3,34.98
76561198062459887,87,635.15
76561198062462133,25,151.9
76561198062462754,1,9.99
76561198062466072,7,64.96
76561198062469060,17,153.79
76561198062470849,167,1990.42
76561198062474147,18,205.88
76561198062476345,11,244.77
76561198062481575,50,130.61
76561198062482877,6,39.98
76561198062483818,62,494.58
76561198062484829,67,589.55
76561198062485402,18,65.84
76561198062488253,31,444.57
76561198062489001,19,239.87
76561198062489285,164,2356.48
76561198062489902,29,347.7
76561198062490293,195,2082.09
76561198062491327,136,2062.01
76561198062491543,181,1915.48
76561198062494118,52,559.7
76561198062494803,4,39.97
76561198062495343,14,84.95
76561198062495695,13,176.81
76561198062496453,12,84.96
76561198062498158,99,1136.09
76561198062499841,94,1370.26
76561198062500584,175,2189.42
76561198062500880,121,1098.05
76561198062501541,19,267.64
76561198062501582,99,1167.77
76561198062502144,33,8.9
76561198062502343,11,4.99
76561198062502423,34,277.82
76561198062503198,3,29.97
76561198062503270,15,144.9
76561198062503322,7,94.96
76561198062504314,4,44.98
76561198062504700,81,184.4
76561198062505303,51,677.71
76561198062507312,33,372.76
76561198062509538,31,523.72
76561198062509788,28,225.85
76561198062510835,60,423.49
76561198062511043,55,429.61
76561198062511237,30,393.67
76561198062511894,37,271.5
76561198062512024,27,23.96
76561198062513374,43,506.5
76561198062515601,11,109.97
76561198062515608,12,134.94
76561198062516378,94,1531.31
76561198062517026,6,104.96
76561198062517461,10,183.85
76561198062519619,4,14.99
76561198062524133,74,801.1
76561198062528742,28,118.83
76561198062529480,3,19.99
76561198062529825,55,255.71
76561198062530275,23,319.81
76561198062533699,92,1263.03
76561198062536690,30,320.81
76561198062536781,19,103.87
76561198062537635,207,2915.19
76561198062537712,2,19.99
76561198062541218,1,14.99
76561198062544523,98,923.27
76561198062544774,3,14.99
76561198062545305,71,874.3
76561198062545998,56,682.6
76561198062546042,29,71.75
76561198062547938,2,9.99
76561198062549324,1,0.0
76561198062552733,114,925.18
76561198062553474,131,1333.67
76561198062556071,56,452.61
76561198062558066,48,471.57
76561198062566429,213,1923.27
76561198062567880,28,361.78
76561198062569440,18,357.69
76561198062569517,58,617.73
76561198062569555,7,64.96
76561198062577073,164,410.87
76561198062577557,101,969.32
76561198062577691,7,53.87
76561198062583274,61,545.65
76561198062584848,15,160.91
76561198062586315,51,514.72
76561198062586581,16,159.93
76561198062587165,4,0.0
76561198062595804,86,300.25
76561198062597659,13,28.89
76561198062598752,11,99.93
76561198062602727,14,97.81
76561198062605873,5,0.0
76561198062606487,98,1754.94
76561198062608312,81,926.49
76561198062609553,4,28.89
76561198062609898,40,419.65
76561198062616796,100,718.21
76561198062617626,35,267.73
76561198062621153,15,69.97
76561198062621784,29,271.72
76561198062625286,39,384.65
76561198062627380,55,579.71
76561198062628083,135,2131.7
76561198062630071,91,858.17
76561198062630395,209,2314.15
76561198062630453,32,311.45
76561198062630600,55,363.69
76561198062630916,3,53.88
76561198062633972,141,1547.69
76561198062639809,40,339.78
76561198062640926,18,34.98
76561198062642281,16,109.95
76561198062643362,2,19.99
76561198062643916,4,0.0
76561198062644326,35,287.86
76561198062645049,26,278.66
76561198062646700,46,340.75
76561198062649374,36,277.85
76561198062649674,13,45.96
76561198062649995,106,1160.88
76561198062650200,70,773.44
76561198062654754,76,1157.24
76561198062655976,7,19.99
76561198062657310,15,199.9
76561198062660594,1,9.99
76561198062661228,20,152.77
76561198062662437,15,194.92
76561198062662956,31,348.52
76561198062665871,30,325.61
76561198062668963,2,19.99
76561198062676115,30,216.67
76561198062678482,45,429.62
76561198062682247,68,508.54
76561198062682631,1,9.99
76561198062684463,1,4.99
76561198062684512,121,1250.72
76561198062684786,27,185.81
76561198062686627,207,2156.02
76561198062690180,69,481.62
76561198062691441,3,14.98
76561198062692959,18,192.88
76561198062697459,28,339.81
76561198062698488,86,955.81
76561198062699715,83,896.25
7656119806270,16,112.91
76561198062700350,129,1119.73
76561198062700998,137,1572.45
76561198062701118,3,39.98
76561198062701680,49,901.37
76561198062703321,8,75.93
76561198062705313,73,937.47
76561198062706844,20,179.85
76561198062714868,3,59.98
76561198062718030,69,945.47
76561198062720190,13,24.98
76561198062723896,83,1011.42
76561198062725467,29,28.88
76561198062726125,31,104.81
76561198062726897,48,591.47
76561198062728015,34,520.78
76561198062728303,43,303.75
76561198062731103,16,304.74
76561198062731795,58,857.56
76561198062732040,27,188.78
76561198062733233,83,802.52
76561198062736845,32,153.83
76561198062737007,12,19.99
76561198062737330,31,423.61
76561198062738297,6,0.0
76561198062738682,16,157.89
76561198062750393,18,0.0
76561198062752817,10,164.95
76561198062753399,51,636.65
76561198062754111,12,99.94
76561198062754645,6,24.98
76561198062763464,2,14.99
76561198062763711,11,74.95
76561198062764874,37,97.73
76561198062766336,10,54.97
76561198062767893,114,927.28
76561198062768975,41,386.77
76561198062770980,6,0.0
76561198062775228,68,433.45
76561198062775378,114,1209.96
76561198062780572,59,627.28
76561198062784640,12,95.94
76561198062785129,66,440.61
76561198062787166,38,331.8
76561198062791115,27,239.91
76561198062806259,33,334.8
76561198062807782,21,79.95
76561198062809433,36,342.63
76561198062810583,32,238.5
76561198062813091,191,2325.28
76561198062813372,32,306.8
76561198062813897,44,344.74
76561198062814193,56,845.49
76561198062816128,58,431.94
76561198062821859,13,134.94
76561198062823404,9,104.91
76561198062823789,4,54.97
76561198062834671,7,9.99
76561198062836651,6,79.97
76561198062837976,14,88.84
76561198062839654,33,383.71
76561198062841508,26,428.64
76561198062842605,48,241.76
76561198062849075,6,34.98
76561198062849471,45,599.31
76561198062853201,40,430.72
76561198062855815,19,189.88
76561198062856340,5,29.98
76561198062858633,10,89.82
76561198062861561,25,239.89
76561198062866816,33,650.55
76561198062870645,103,1092.11
76561198062876401,153,1685.51
76561198062876540,41,475.5
76561198062879911,117,1342.94
76561198062880848,82,1269.31
76561198062883260,6,54.97
76561198062883645,185,1864.68
76561198062884389,146,1884.93
76561198062887277,4,0.0
76561198062889343,18,69.95
76561198062891102,4,14.99
76561198062894390,32,489.43
76561198062897892,33,179.89
76561198062899990,69,761.39
76561198062900902,6,44.96
76561198062901456,29,273.73
76561198062901659,1,9.99
76561198062903179,15,29.98
76561198062907185,9,59.96
76561198062907711,7,62.94
76561198062914119,5,29.98
76561198062914222,24,237.83
76561198062915082,32,44.48
76561198062916156,1,0.0
76561198062917394,20,96.93
76561198062918518,122,1496.87
76561198062922735,9,124.93
76561198062924967,101,1030.47
76561198062925346,104,2198.66
76561198062928709,4,9.99
76561198062931949,41,139.79
76561198062935320,37,453.75
76561198062936111,8,14.98
76561198062937710,2,7.99
76561198062938975,19,87.95
76561198062939522,13,45.96
76561198062947047,47,385.67
76561198062949415,44,591.48
76561198062950020,85,990.46
76561198062950848,24,64.97
76561198062957971,3,19.99
76561198062958906,21,249.88
76561198062960634,8,109.95
76561198062965177,28,364.82
76561198062967154,44,278.65
76561198062969549,22,220.84
76561198062971818,15,183.79
76561198062974076,17,24.98
76561198062979235,117,1441.8
76561198062982012,3,24.98
76561198062985195,20,44.96
76561198062986358,283,2777.85
76561198062987149,88,864.92
76561198062988175,67,533.57
76561198062990133,133,1817.79
76561198062991223,19,262.83
76561198062993482,173,1947.45
76561198062994346,31,249.78
76561198062996827,45,307.79
76561198062998915,14,123.84
76561198063000481,59,804.56
76561198063000695,110,1325.8
76561198063004047,125,1107.77
76561198063004168,14,194.9
76561198063004799,90,976.14
76561198063005019,127,1048.66
76561198063005716,40,451.65
76561198063007524,23,159.9
76561198063010166,9,89.95
76561198063011716,4,43.87
76561198063013209,27,264.66
76561198063015551,15,17.79
76561198063016498,154,1727.81
76561198063017014,6,39.97
76561198063019210,4,34.98
76561198063020827,26,223.76
76561198063029136,2,9.99
76561198063034003,10,74.96
76561198063034787,18,90.94
76561198063035640,15,98.84
76561198063036360,38,379.88
76561198063037753,44,514.6
76561198063038586,59,946.51
76561198063040190,10,112.95
76561198063042330,123,1514.8
76561198063046175,3,14.98
76561198063047267,84,593.87
76561198063049392,80,795.51
76561198063050746,19,173.67
76561198063051079,131,1900.15
76561198063051828,142,1534.6
76561198063053750,81,856.21
76561198063054522,5,24.98
76561198063055125,99,1199.16
76561198063056319,218,2348.12
76561198063059230,10,87.93
76561198063060767,19,239.87
76561198063061193,193,2023.28
76561198063061462,32,369.82
76561198063064913,3,19.99
76561198063066535,5,0.0
76561198063068623,38,738.62
76561198063070143,56,710.0
76561198063071060,20,256.88
76561198063074523,92,920.96
76561198063074670,117,1941.0
76561198063076399,46,361.76
76561198063081438,5,112.73
76561198063081557,14,78.86
76561198063082317,111,1402.08
76561198063084456,33,447.77
76561198063084649,30,247.69
76561198063085744,7,134.94
76561198063085949,62,617.51
76561198063086447,2,0.0
76561198063090201,116,1862.12
76561198063092622,5,49.96
76561198063093134,45,319.6
76561198063094130,50,554.66
76561198063095250,114,970.11
76561198063095855,5,0.0
76561198063096529,15,139.78
76561198063100139,306,4508.17
76561198063101745,55,378.74
76561198063102026,17,197.9
76561198063103245,145,1040.9
76561198063105146,168,2597.46
76561198063105532,22,188.81
76561198063105726,8,34.99
76561198063106018,107,1324.14
76561198063108197,68,625.65
76561198063111364,58,647.4
76561198063111938,4,33.97
76561198063113141,5,73.96
76561198063113447,136,1708.95
76561198063117540,72,798.37
76561198063119025,38,214.87
76561198063119247,147,1927.68
76561198063119996,6,59.96
76561198063121287,48,308.63
76561198063122053,13,90.9
76561198063125308,1,9.99
76561198063125698,39,249.83
76561198063127832,12,129.92
76561198063127887,60,716.66
76561198063128416,70,631.47
76561198063132788,71,996.16
76561198063132956,39,354.62
76561198063137742,7,19.98
76561198063137936,226,2591.06
76561198063138377,24,403.79
76561198063139290,49,342.75
76561198063141462,127,1672.57
76561198063142206,62,834.41
76561198063145370,12,139.94
76561198063145410,120,1439.92
76561198063147180,3,39.97
76561198063148741,1,9.99
76561198063148920,63,944.22
76561198063149981,48,512.64
76561198063154034,15,74.97
76561198063155089,22,123.82
76561198063156295,65,954.48
76561198063157777,12,112.96
76561198063159016,212,2480.05
76561198063160086,69,1061.15
76561198063161083,46,513.69
76561198063164944,12,79.82
76561198063169085,156,1769.71
76561198063169249,111,1417.85
76561198063172957,47,467.57
76561198063173116,23,244.94
76561198063176266,26,525.68
76561198063176951,126,1795.94
76561198063179266,46,305.78
76561198063179541,14,29.98
76561198063179643,3,9.99
76561198063183167,98,1089.13
76561198063184169,18,186.88
76561198063185681,153,1902.73
76561198063186191,100,1519.91
76561198063187237,16,28.89
76561198063190439,43,497.66
76561198063190724,3,19.99
76561198063191216,13,21.88
76561198063193211,34,301.75
76561198063194586,17,122.92
76561198063199558,50,289.48
76561198063207585,8,0.0
76561198063209590,5,44.97
76561198063210054,66,664.26
76561198063213074,7,59.95
76561198063215612,118,1383.01
76561198063217317,44,393.75
76561198063217860,29,373.75
76561198063220816,28,294.7
76561198063221517,2,19.99
76561198063221834,17,59.96
76561198063222621,7,54.96
76561198063222806,5,9.99
76561198063224545,18,169.78
76561198063229191,24,81.94
76561198063229405,3,9.99
76561198063232138,1,14.99
76561198063233255,26,78.84
76561198063233789,8,14.99
76561198063241906,101,1553.89
76561198063246390,16,65.94
76561198063249265,2,14.99
76561198063250233,4,34.97
76561198063251011,29,351.55
76561198063254072,2,19.99
76561198063255961,21,299.82
76561198063259280,15,124.95
76561198063270153,6,19.98
76561198063272925,15,199.91
76561198063273803,19,108.81
76561198063274153,63,596.3
76561198063274178,53,366.59
76561198063274587,18,69.95
76561198063276529,23,81.43
76561198063277141,22,171.88
76561198063278079,119,1860.8
76561198063282649,32,339.81
76561198063287154,59,799.35
76561198063289205,53,585.36
76561198063290398,40,388.61
76561198063290496,155,1837.58
76561198063290801,88,1253.03
76561198063295337,1,0.0
76561198063296730,11,94.94
76561198063298806,69,941.18
76561198063299219,7,59.99
76561198063305946,42,259.85
76561198063309049,120,1398.91
76561198063312124,81,1025.28
76561198063312584,31,517.62
76561198063313709,16,114.93
76561198063314807,22,257.84
76561198063316459,45,442.74
76561198063317426,4,49.96
76561198063318130,89,1430.26
76561198063321128,328,3669.08
76561198063325260,17,214.68
76561198063326003,1,0.0
76561198063326620,21,64.94
76561198063330419,25,168.78
76561198063333579,3,119.94
76561198063337306,113,1427.03
76561198063337945,142,1784.59
76561198063342154,18,112.75
76561198063342694,39,312.81
76561198063343009,80,732.17
76561198063346976,29,348.7
76561198063346995,4,44.97
76561198063350010,15,112.94
76561198063353310,36,293.7
76561198063354416,6,0.0
76561198063356089,22,124.93
76561198063358884,58,567.53
76561198063360587,12,49.96
76561198063361120,27,294.85
76561198063361762,149,1602.02
76561198063362215,59,334.74
76561198063363548,17,63.45
76561198063364493,31,232.84
76561198063364515,20,9.99
76561198063365333,69,998.38
76561198063368177,112,1321.01
76561198063370615,7,75.94
76561198063370658,19,149.91
76561198063370792,112,1725.18
76561198063371165,45,370.76
76561198063371368,48,435.69
76561198063371694,88,379.22
76561198063371927,65,798.34
76561198063375439,6,19.99
76561198063375771,39,500.73
76561198063377507,88,534.76
76561198063378113,159,2303.56
76561198063378419,1,4.99
76561198063379691,50,571.49
76561198063380443,90,1043.21
76561198063381559,28,329.81
76561198063381779,4,19.99
76561198063382895,1,9.99
76561198063382967,39,362.64
76561198063383458,60,826.51
76561198063391374,138,1072.93
76561198063391532,4,29.98
76561198063392500,53,341.49
76561198063393056,18,116.9
76561198063393217,69,214.87
76561198063396343,46,324.46
76561198063399108,36,323.63
76561198063403881,19,219.9
76561198063404104,11,19.99
76561198063407949,32,318.6
76561198063410718,67,452.45
76561198063412754,40,274.86
76561198063412889,57,390.69
76561198063413171,23,124.92
76561198063414998,34,364.83
76561198063416582,80,702.45
76561198063416894,3,0.0
76561198063417888,7,59.84
76561198063421432,18,28.87
76561198063421739,122,1859.28
76561198063426785,60,661.5
76561198063427042,4,39.98
76561198063427302,26,274.87
76561198063428250,17,96.93
76561198063430463,3,19.98
76561198063431052,32,379.84
76561198063432640,153,2156.51
76561198063434081,18,184.91
76561198063439860,149,1103.72
76561198063440009,294,3068.46
76561198063440405,15,164.88
76561198063443945,2,19.99
76561198063444314,13,194.9
76561198063444658,2,0.0
76561198063445471,3,0.0
76561198063445697,4,0.0
76561198063445756,190,1203.29
76561198063447289,51,473.47
76561198063448644,13,169.81
76561198063451111,12,34.97
76561198063452599,1,9.99
76561198063452990,4,18.89
76561198063453488,4,9.99
76561198063454003,4,29.98
76561198063455498,10,103.85
76561198063456321,63,735.99
76561198063458300,34,265.86
76561198063458714,9,8.9
76561198063459358,34,196.73
76561198063460818,4,34.97
76561198063461227,24,168.83
76561198063461380,169,2356.36
76561198063463322,4,69.98
76561198063466406,71,847.24
76561198063466890,73,740.76
76561198063466934,71,304.79
76561198063467068,22,204.87
76561198063467860,254,3704.01
76561198063472034,22,139.93
76561198063472711,70,662.38
76561198063473041,12,14.99
76561198063476044,249,2849.03
76561198063476645,21,172.75
76561198063477693,69,737.42
76561198063477742,1,9.99
76561198063477914,19,148.94
76561198063479584,44,345.77
76561198063479803,2,0.0
76561198063482271,193,2186.52
76561198063484319,5,18.89
76561198063487728,15,168.81
76561198063488070,72,842.51
76561198063489150,27,91.91
76561198063490878,60,731.4
76561198063492383,70,764.35
76561198063495306,192,2262.74
76561198063495634,8,59.96
76561198063495827,3,9.99
76561198063497777,25,164.88
76561198063498231,36,474.6
76561198063499902,60,684.56
76561198063503553,27,436.76
76561198063505988,53,455.53
76561198063506004,6,0.0
76561198063507445,4,19.98
76561198063508195,7,139.95
76561198063509156,37,197.87
76561198063510182,73,511.29
76561198063512270,57,512.72
76561198063513853,32,379.84
76561198063514015,18,163.77
76561198063518293,6,0.0
76561198063520080,20,151.91
76561198063520509,64,400.46
76561198063521340,18,239.88
76561198063522861,37,488.61
76561198063527103,17,219.88
76561198063527700,66,1002.41
76561198063527718,8,59.96
76561198063530868,13,44.97
76561198063530880,22,164.76
76561198063534335,45,142.92
76561198063537503,77,1008.33
76561198063539338,11,118.82
76561198063539698,90,710.29
76561198063540763,26,147.7
76561198063541750,65,169.39
76561198063549687,22,84.96
76561198063554754,34,418.72
76561198063559877,15,116.82
76561198063564188,14,139.8
76561198063565567,32,277.84
76561198063566924,75,1146.39
76561198063567721,5,59.96
76561198063571671,13,38.87
76561198063572252,93,767.3
76561198063572874,76,585.5
76561198063573847,53,617.68
76561198063574712,1,3.99
76561198063574982,27,309.83
76561198063575392,32,355.64
76561198063577005,7,41.86
76561198063577509,42,283.64
76561198063577730,38,223.79
76561198063582964,42,346.79
76561198063585456,146,2037.52
76561198063586956,23,230.87
76561198063588999,18,54.95
76561198063592727,14,107.91
76561198063592925,6,14.99
76561198063593160,33,248.81
76561198063595072,42,238.77
76561198063595886,14,38.87
76561198063597127,10,59.97
76561198063603008,44,557.5
76561198063607424,123,1317.96
76561198063607999,483,4517.03
76561198063608381,53,705.58
76561198063612181,1,14.99
76561198063613744,106,1600.23
76561198063613997,118,1634.99
76561198063614106,5,44.97
76561198063614790,27,349.86
76561198063620984,147,2172.58
76561198063622701,20,232.88
76561198063624801,87,717.12
76561198063624829,41,376.48
76561198063628233,51,477.65
76561198063628532,7,54.96
76561198063629000,2,19.99
76561198063629012,46,609.7
76561198063629033,30,198.78
76561198063629285,82,973.36
76561198063633577,21,262.87
76561198063636277,73,596.5
76561198063636592,3,34.98
76561198063637437,52,603.4
76561198063638361,61,246.74
76561198063638486,68,626.69
76561198063639310,14,80.94
76561198063640742,38,509.75
76561198063642749,19,128.83
76561198063644981,34,474.56
76561198063645161,156,2120.6
76561198063648921,105,888.12
76561198063652380,5,18.89
76561198063658398,1,9.99
76561198063660076,4,29.98
76561198063661942,78,627.37
76561198063666281,1,9.99
76561198063667684,178,1665.24
76561198063668719,42,493.57
76561198063668905,12,89.96
76561198063671188,2,49.98
76561198063673351,3,29.99
76561198063673549,80,1060.33
76561198063677145,27,203.66
76561198063677469,3,19.99
76561198063679051,54,472.67
76561198063686762,16,109.93
76561198063689582,35,188.64
76561198063692411,4,34.97
76561198063695102,14,165.89
76561198063697156,21,105.91
76561198063698100,77,1207.25
76561198063700942,30,407.77
76561198063705226,24,182.67
76561198063709432,132,2215.56
76561198063714917,128,1065.99
76561198063714964,40,217.77
76561198063718484,52,455.64
76561198063743948,19,127.92
76561198063751988,6,49.97
76561198063762519,9,84.82
76561198063762775,2,9.99
76561198063762807,63,852.09
76561198063764559,14,149.9
76561198063765495,59,708.44
76561198063766329,48,487.63
76561198063766977,17,72.96
76561198063770387,78,932.4
76561198063772753,2,14.99
76561198063773577,42,527.59
76561198063774429,28,370.05
76561198063775323,37,147.91
76561198063792334,48,456.61
76561198063794515,31,124.92
76561198063798708,4,29.98
76561198063799933,30,203.78
76561198063801454,41,172.88
76561198063801812,4,9.99
76561198063803849,17,154.83
76561198063804314,25,124.92
76561198063805272,14,199.8
76561198063805518,5,39.97
76561198063808374,77,757.19
76561198063812641,12,0.0
76561198063815221,20,170.33
76561198063815951,12,39.97
76561198063816365,9,39.98
76561198063816800,62,897.41
76561198063817275,203,2741.02
76561198063818161,31,300.81
76561198063818739,103,836.22
76561198063818919,27,34.97
76561198063822865,65,695.68
76561198063823886,27,264.66
76561198063824690,27,264.66
76561198063827897,31,262.65
76561198063829145,13,229.94
76561198063829577,57,769.44
76561198063835924,33,228.81
76561198063837538,13,107.73
76561198063837746,31,345.66
76561198063841266,20,154.92
76561198063847316,103,1441.86
76561198063848970,91,703.24
76561198063849448,94,1066.13
76561198063850360,26,247.84
76561198063851048,30,329.8
76561198063851434,51,559.57
76561198063852054,48,538.75
76561198063852316,42,506.5
76561198063852709,3,49.98
76561198063853092,10,119.93
76561198063853314,10,149.9
76561198063853354,59,968.21
76561198063855800,18,113.84
76561198063855805,47,688.66
76561198063856195,92,462.63
76561198063856833,3,0.0
76561198063857524,55,403.82
76561198063860591,2,29.98
76561198063861718,39,504.78
76561198063862347,9,44.96
76561198063865395,42,313.72
76561198063869041,12,8.9
76561198063869169,20,309.89
76561198063870463,4,34.98
76561198063870475,4,44.96
76561198063870581,2,19.98
76561198063871247,45,334.67
76561198063871325,29,307.77
76561198063871989,84,550.78
76561198063876265,52,695.63
76561198063877093,58,768.62
76561198063881591,18,274.87
76561198063882554,102,733.27
76561198063889164,2,19.99
76561198063892216,12,9.99
76561198063895035,50,504.72
76561198063896904,10,89.82
76561198063898392,29,296.76
76561198063899199,16,209.9
76561198063899231,75,334.47
76561198063900576,17,164.88
76561198063904251,20,191.77
76561198063904818,18,163.67
76561198063906222,45,489.64
76561198063908732,12,139.96
76561198063911255,25,258.79
76561198063911992,19,78.88
76561198063912174,30,269.67
76561198063914266,1,0.0
76561198063914589,4,69.98
76561198063914978,77,917.29
76561198063916425,420,5663.61
76561198063917046,3,39.99
76561198063917071,30,158.89
76561198063917108,73,869.28
76561198063919816,133,1717.56
76561198063920059,1,9.99
76561198063920172,12,9.99
76561198063920333,64,893.42
76561198063921807,15,154.9
76561198063921937,16,205.91
76561198063922645,3,19.99
76561198063924237,22,233.83
76561198063928034,89,613.31
76561198063928869,116,817.04
76561198063929141,30,490.78
76561198063930019,29,171.86
76561198063932065,47,612.45
76561198063933419,99,549.83
76561198063933670,31,249.83
76561198063936923,118,1756.95
76561198063937445,44,642.64
76561198063941075,228,3570.65
76561198063942416,3,39.99
76561198063951820,51,765.48
76561198063952161,2,0.0
76561198063954248,2,9.99
76561198063955090,8,39.97
76561198063959101,75,603.56
76561198063960134,46,389.46
76561198063962180,20,103.83
76561198063963659,45,397.7
76561198063964506,3,39.97
76561198063966018,22,142.9
76561198063970918,48,274.76
76561198063971830,58,641.6
76561198063978281,78,789.27
76561198063978327,103,1380.97
76561198063979030,2,4.99
76561198063980431,12,144.9
76561198063982895,5,19.99
76561198063986589,87,566.63
76561198063987375,39,515.77
76561198063987542,3,29.98
76561198063988249,74,877.19
