user_id,total_items,total_spent,total_recom
76561198055166693,24,64.95,0
76561198055170291,64,728.39,1
76561198055172539,19,221.89,0
76561198055178403,20,110.92,1
76561198055179537,157,791.55,1
76561198055180455,46,464.54,0
76561198055183663,1,0.0,0
76561198055187907,50,526.71,0
76561198055188153,24,308.84,0
76561198055189878,30,240.84,0
76561198055190149,178,2262.39,0
76561198055193343,45,181.74,0
76561198055194467,28,340.86,0
76561198055196553,10,104.93,0
76561198055197775,54,315.61,4
76561198055200896,5,0.0,0
76561198055202880,54,625.65,0
76561198055211546,163,1483.86,1
76561198055212202,82,819.45,0
76561198055213162,37,443.16,0
76561198055213841,20,125.91,0
76561198055215336,10,65.86,0
76561198055216143,59,548.61,0
76561198055220494,36,201.66,0
76561198055222735,7,69.95,0
76561198055224302,81,902.4,0
76561198055233787,49,456.53,0
76561198055243746,30,314.79,0
76561198055252076,909,10609.51,1
76561198055261096,4,32.97,0
76561198055262214,47,426.71,1
76561198055270846,47,357.67,1
76561198055277357,49,596.73,0
76561198055283123,1,14.99,0
76561198055289986,7,84.96,0
76561198055291139,143,1913.7,1
76561198055291419,98,1195.19,0
76561198055298706,61,694.48,0
76561198055301712,39,217.82,0
76561198055304228,28,101.64,0
76561198055304676,87,1070.34,0
76561198055305294,70,807.37,0
76561198055305615,86,516.6,1
76561198055305917,52,628.53,0
76561198055307813,242,3085.96,1
76561198055308525,12,0.0,0
76561198055308765,61,693.36,1
76561198055308821,4,24.98,0
76561198055311126,47,729.65,0
76561198055312425,9,39.98,0
76561198055313516,42,189.85,0
76561198055314245,169,2104.55,0
76561198055315108,46,488.66,1
76561198055316855,42,248.83,0
76561198055317606,86,1027.14,1
76561198055318977,20,65.96,3
76561198055321034,85,1043.38,0
76561198055322896,21,242.67,0
76561198055324432,6,89.94,0
76561198055324496,17,133.83,0
76561198055324551,81,1231.4,0
76561198055325222,181,2201.09,1
76561198055325714,132,954.15,0
76561198055326484,25,258.87,0
76561198055326819,35,301.87,0
76561198055327324,1,9.99,0
76561198055328624,8,49.97,0
76561198055329422,29,277.65,0
76561198055330674,71,1123.34,2
76561198055330677,48,497.33,0
76561198055330941,75,640.44,1
76561198055331993,113,1346.17,0
76561198055332419,116,1580.91,0
76561198055334700,6,175.9,0
76561198055335309,1,4.99,0
76561198055335886,66,643.59,1
76561198055336697,49,616.46,0
76561198055336991,187,2876.45,0
76561198055338658,52,496.37,0
76561198055339254,30,439.8,0
76561198055339371,42,414.26,0
76561198055340372,27,359.67,0
76561198055341285,45,558.51,0
76561198055341436,8,44.96,0
76561198055342808,45,425.66,0
76561198055342965,7,54.96,0
76561198055343042,9,149.96,0
76561198055344336,12,89.93,0
76561198055344566,38,401.76,0
76561198055344737,57,731.51,0
76561198055345663,10,79.98,0
76561198055346018,10,39.98,0
76561198055346479,36,185.76,0
76561198055346755,174,587.07,0
76561198055348387,93,966.19,0
76561198055348490,129,1309.64,1
76561198055349494,28,94.93,0
76561198055349878,37,354.76,0
76561198055350322,5,67.96,0
76561198055351098,16,109.97,0
76561198055351919,1,14.99,0
76561198055352140,8,89.96,0
76561198055352344,27,364.81,0
76561198055352505,19,171.89,0
76561198055352619,35,382.77,0
76561198055353903,17,187.87,0
76561198055354432,50,867.58,1
76561198055355279,4,35.96,0
76561198055356583,4,39.97,0
76561198055357267,40,327.29,0
76561198055358152,25,211.86,0
76561198055358335,162,2298.24,0
76561198055359148,104,756.99,0
76561198055359584,136,1932.85,1
76561198055359828,11,74.82,0
76561198055360118,186,2186.21,0
76561198055362268,40,499.67,0
76561198055365037,107,863.36,1
76561198055365460,85,1040.26,2
76561198055365530,79,939.36,0
76561198055366274,4,9.99,0
76561198055366992,20,197.87,0
76561198055367802,67,828.38,0
76561198055369629,12,49.96,0
76561198055370293,122,1142.19,2
76561198055372428,102,911.19,10
76561198055372696,67,381.54,0
76561198055373462,134,1792.98,0
76561198055374308,15,200.89,0
76561198055374714,19,198.8,0
76561198055378704,25,264.69,0
76561198055380763,26,209.87,0
76561198055381666,9,174.94,0
76561198055382646,30,305.83,0
76561198055384870,101,1445.06,0
76561198055387794,106,745.38,1
76561198055390813,36,428.72,0
76561198055400169,49,578.46,0
76561198055400340,88,1050.54,1
76561198055405859,196,2640.03,0
76561198055408000,264,3161.42,0
76561198055408089,43,664.68,0
76561198055414504,132,1020.16,0
76561198055418786,66,908.55,0
76561198055420186,46,649.41,0
76561198055443129,14,103.83,0
76561198055446276,26,214.85,0
76561198055460339,87,883.29,0
76561198055473367,9,83.85,0
76561198055486513,80,434.56,0
76561198055486647,10,74.95,0
76561198055491845,121,1226.07,0
76561198055495503,18,158.88,0
76561198055499125,77,705.55,1
76561198055499517,6,19.99,0
76561198055503135,9,9.98,0
76561198055504271,65,1152.49,0
76561198055515180,103,444.31,0
76561198055515682,12,113.9,0
76561198055516353,67,565.55,0
76561198055517511,18,142.71,0
76561198055518057,48,483.58,0
76561198055518119,163,1611.68,1
76561198055519425,4,44.97,0
76561198055521718,40,143.79,1
76561198055523737,82,986.29,0
76561198055524901,28,469.78,0
76561198055524995,264,2810.67,1
76561198055527607,99,1248.22,4
76561198055527622,36,189.92,0
76561198055528217,69,1122.28,0
76561198055530101,34,419.81,0
76561198055530804,43,572.56,1
76561198055531259,44,456.71,0
76561198055532109,2,19.99,0
76561198055532380,95,972.27,0
76561198055534127,1,9.99,0
76561198055534322,28,248.74,0
76561198055534920,2,19.99,0
76561198055535654,20,194.78,0
76561198055535826,33,290.84,0
76561198055536847,125,1277.12,1
76561198055536878,13,128.88,0
76561198055537052,84,801.44,0
76561198055537608,7,154.94,0
76561198055538424,16,117.92,0
76561198055538489,26,144.92,0
76561198055539532,6,39.97,0
76561198055539974,29,399.58,0
76561198055541539,22,94.95,1
76561198055542648,2,39.99,0
76561198055542679,73,617.66,3
76561198055543096,24,288.84,0
76561198055544181,12,124.89,0
76561198055545996,53,579.73,1
76561198055552726,99,1438.11,1
76561198055555760,35,291.71,0
76561198055559592,10,109.96,0
76561198055562494,6,54.96,0
76561198055562501,42,234.59,0
76561198055567120,57,566.59,0
76561198055570026,120,1048.13,3
76561198055571850,144,2199.84,0
76561198055579125,96,891.26,8
76561198055590846,16,344.88,0
76561198055593416,12,109.97,0
76561198055604266,114,854.0,3
76561198055609345,81,1251.13,1
76561198055616941,15,161.92,0
76561198055620977,78,944.31,2
76561198055623411,144,1568.61,1
76561198055625510,25,255.72,0
76561198055626299,2,0.0,0
76561198055630263,6,134.91,0
76561198055631879,107,418.54,0
76561198055632563,145,2165.68,1
76561198055634555,5,49.97,0
76561198055637876,142,972.06,0
76561198055639545,4,39.99,0
76561198055643977,23,269.84,0
76561198055648263,81,849.49,0
76561198055649986,69,1015.64,0
76561198055650433,189,1944.25,0
76561198055651045,55,432.13,1
76561198055651659,17,105.83,0
76561198055656673,17,306.74,1
76561198055657103,208,3214.72,0
76561198055657953,55,302.16,0
76561198055657969,97,1247.27,0
76561198055660954,13,174.91,0
76561198055661061,60,633.59,0
76561198055661951,24,221.66,0
76561198055662395,21,211.83,0
76561198055662693,95,1056.25,0
76561198055663477,53,773.58,0
76561198055664015,16,119.94,0
76561198055665400,7,59.96,0
76561198055665701,27,261.3,0
76561198055668196,10,204.94,0
76561198055670173,2,39.99,0
76561198055670224,44,472.77,6
76561198055672979,46,190.86,0
76561198055673345,25,227.86,0
76561198055673450,3,0.0,0
76561198055674154,102,1223.12,0
76561198055674596,6,39.98,0
76561198055675397,93,1135.05,0
76561198055678580,95,1183.88,1
76561198055679430,6,64.96,0
76561198055680379,58,454.76,0
76561198055685210,31,456.72,0
76561198055688142,30,304.78,1
76561198055688814,40,489.56,0
76561198055691262,11,109.95,0
76561198055693988,5,19.99,0
76561198055694434,29,334.82,0
76561198055695334,160,2138.76,2
76561198055700426,19,257.87,0
76561198055703686,155,1613.9,0
76561198055706765,177,1714.61,1
76561198055707640,6,64.96,0
76561198055709958,34,409.85,0
76561198055712539,49,260.61,0
76561198055718929,33,37.78,0
76561198055722652,85,786.39,0
76561198055723928,181,2045.83,1
76561198055734083,50,260.81,1
76561198055739485,34,257.83,0
76561198055744923,7,67.76,0
76561198055751533,27,175.71,0
76561198055760749,3,9.99,0
76561198055761972,7,19.98,0
76561198055763149,6,59.96,0
76561198055763394,7,32.97,0
76561198055764339,35,204.82,1
76561198055765401,33,242.54,0
76561198055767971,95,762.22,1
76561198055768864,49,462.6,0
76561198055770382,8,19.98,0
76561198055773402,138,1250.64,3
76561198055775177,17,198.8,0
76561198055775427,217,2669.69,0
76561198055775587,38,517.76,0
76561198055775816,113,1625.8,0
76561198055782295,2,19.99,0
76561198055783857,36,152.71,0
76561198055784664,74,739.3,1
76561198055786959,19,244.85,0
76561198055789935,33,256.56,1
76561198055790197,20,257.68,0
76561198055791622,5,49.96,0
76561198055796188,102,885.31,0
76561198055798374,27,404.81,0
76561198055798730,48,460.57,0
76561198055802568,161,1975.58,0
76561198055803306,71,764.33,0
76561198055804130,68,464.5,0
76561198055804232,61,810.33,0
76561198055804309,43,482.71,0
76561198055804976,77,886.2,0
76561198055812140,3,34.98,0
76561198055812514,63,476.61,0
76561198055814288,51,581.55,0
76561198055815068,10,84.95,0
76561198055815784,347,3950.08,2
76561198055815900,46,466.54,0
76561198055819674,169,2106.44,5
76561198055825196,65,801.48,1
76561198055833574,37,324.65,0
76561198055845382,68,668.48,0
76561198055853856,98,1416.05,2
76561198055853962,166,2549.44,2
76561198055862537,36,198.78,1
76561198055863540,8,81.84,0
76561198055866052,232,3189.06,0
76561198055868553,77,1027.27,2
76561198055868981,28,210.91,0
76561198055870347,18,144.77,1
76561198055874777,9,75.95,0
76561198055875098,2,8.9,0
76561198055876294,37,422.55,1
76561198055876485,10,52.77,0
76561198055879059,18,259.85,0
76561198055881783,6,19.99,0
76561198055883765,326,3785.58,1
76561198055887918,27,244.85,3
76561198055889235,84,1074.34,0
76561198055889407,27,378.72,0
76561198055890864,5,0.0,0
76561198055891388,29,283.62,0
76561198055891523,120,1419.97,0
76561198055893789,2,4.99,0
76561198055894174,8,89.93,0
76561198055894293,54,605.54,4
76561198055895514,22,93.83,0
76561198055896537,21,199.86,0
76561198055898519,68,863.4,0
76561198055899622,89,1142.31,1
76561198055901213,76,832.51,0
76561198055903664,39,451.7,0
76561198055905422,128,587.59,0
76561198055906159,20,249.87,0
76561198055907480,17,178.93,1
76561198055907726,40,526.57,0
76561198055908638,53,466.6,0
76561198055909176,21,174.88,0
76561198055910348,19,223.82,0
76561198055911504,31,423.78,0
76561198055915124,82,1219.33,1
76561198055916289,14,87.94,0
76561198055920266,30,139.72,0
76561198055936270,32,334.82,0
76561198055937906,82,1101.22,1
76561198055938832,43,514.74,1
76561198055964374,182,2320.27,1
76561198055966705,157,1429.66,0
76561198055968875,238,3034.92,2
76561198055971297,81,1040.43,0
76561198055975722,61,657.27,0
76561198055977255,18,99.95,0
76561198055977522,25,64.96,2
76561198055978379,14,152.91,0
76561198055978545,8,24.98,0
76561198055989393,52,512.54,1
76561198055999666,70,905.34,0
76561198056004717,11,84.94,0
76561198056005862,7,120.97,0
76561198056006228,132,1927.05,1
76561198056006863,39,145.57,0
76561198056008000,31,339.67,0
76561198056008358,100,1195.05,0
76561198056009228,53,795.42,0
76561198056013180,43,470.65,0
76561198056015983,70,609.55,0
76561198056018506,17,279.89,0
76561198056019884,26,173.79,0
76561198056021576,16,139.92,0
76561198056024842,131,2094.95,0
76561198056033958,46,745.61,0
76561198056037364,23,205.85,4
76561198056045618,27,111.9,0
76561198056050781,6,44.96,0
76561198056060619,66,513.64,0
76561198056062731,15,289.87,0
76561198056065679,3,25.97,0
76561198056078901,76,768.36,0
76561198056078963,2,14.99,0
76561198056082695,12,63.86,0
76561198056088207,43,264.6,0
76561198056089798,43,463.43,0
76561198056092813,236,2705.95,0
76561198056094450,50,57.84,1
76561198056094672,164,2266.35,1
76561198056094790,2,29.98,0
76561198056102052,104,1533.94,0
76561198056108780,2,14.99,0
76561198056110667,18,134.93,0
76561198056112151,86,988.19,0
76561198056121488,35,356.79,0
76561198056121590,26,129.94,0
76561198056124505,16,119.92,0
76561198056124852,9,29.98,0
76561198056133398,40,155.79,0
76561198056134729,8,34.97,0
76561198056134780,8,54.96,0
76561198056138797,4,9.99,0
76561198056147391,7,59.96,0
76561198056154291,4,19.98,0
76561198056155361,13,119.92,0
76561198056156998,212,3889.3,4
76561198056163200,45,329.83,0
76561198056163371,10,109.91,0
76561198056177053,3,20.97,0
76561198056178502,29,228.63,0
76561198056179329,59,253.85,0
76561198056182728,8,8.9,0
76561198056186100,50,526.7,0
76561198056188895,28,424.77,1
76561198056189619,45,519.77,0
76561198056194879,60,761.16,0
76561198056195339,11,119.92,0
76561198056209914,12,27.78,0
76561198056220019,4,39.96,0
76561198056221622,36,434.69,0
76561198056223901,15,23.89,0
76561198056223968,8,0.0,0
76561198056228307,98,1046.27,0
76561198056230004,16,28.89,0
76561198056233136,20,189.92,0
76561198056233741,50,518.59,0
76561198056236335,77,1000.19,0
76561198056239313,28,364.83,2
76561198056241117,141,1482.16,3
76561198056242815,41,537.77,0
76561198056243129,81,618.48,0
76561198056254879,56,175.51,2
76561198056260701,102,1045.39,1
76561198056262253,12,101.92,0
76561198056262369,4,49.97,0
76561198056263764,25,266.86,0
76561198056265599,109,1399.71,2
76561198056265766,42,600.4,0
76561198056266386,120,989.41,1
76561198056269279,47,400.08,2
76561198056271215,172,1717.27,0
76561198056271955,50,487.66,0
76561198056276372,166,1430.81,3
76561198056279560,18,244.86,0
76561198056280198,12,44.96,0
76561198056280925,98,742.88,1
76561198056283194,3,34.98,0
76561198056283380,15,79.93,0
76561198056286115,61,263.81,0
76561198056287250,112,1440.7,0
76561198056288026,204,2132.49,1
76561198056288386,17,150.9,1
76561198056288892,72,1258.44,0
76561198056290406,2,19.99,0
76561198056290589,41,231.85,1
76561198056297888,7,19.99,0
76561198056300128,24,329.82,0
76561198056300439,173,1873.61,4
76561198056314722,130,1784.59,1
76561198056324595,75,859.56,0
76561198056334963,107,1421.01,0
76561198056336341,59,496.66,0
76561198056339600,469,5850.27,0
76561198056339847,85,270.39,0
76561198056341008,24,209.88,0
76561198056345133,37,305.78,0
76561198056348466,14,124.91,0
76561198056352225,22,374.8,0
76561198056352983,77,929.49,1
76561198056353606,5,23.89,0
76561198056354791,5,44.96,0
76561198056354988,73,898.35,1
76561198056355484,274,2666.6,0
76561198056356827,47,206.52,0
76561198056369995,250,3761.59,2
76561198056373970,3,44.97,0
76561198056375930,12,99.94,0
76561198056376638,48,542.6,1
76561198056376910,13,160.91,0
76561198056377554,13,129.91,0
76561198056381078,16,79.94,0
76561198056385738,3,29.99,0
76561198056388500,50,420.44,0
76561198056392326,141,1374.26,3
76561198056392460,17,167.7,0
76561198056392712,327,3252.21,5
76561198056393302,47,396.73,2
76561198056395371,1,14.99,0
76561198056404107,6,44.97,0
76561198056412641,86,1049.88,0
76561198056415993,55,729.37,1
76561198056420089,74,1037.24,0
76561198056420811,75,987.24,0
76561198056428475,5,34.97,0
76561198056429344,65,574.37,1
76561198056430840,22,231.84,0
76561198056433110,17,68.86,0
76561198056436103,30,389.67,0
76561198056441887,45,446.44,0
76561198056441978,52,349.44,0
76561198056445553,84,455.32,1
76561198056450023,64,1048.53,0
76561198056450053,12,29.87,0
76561198056450112,48,547.54,0
76561198056450930,25,78.85,0
76561198056452566,23,289.82,0
76561198056453350,4,19.99,0
76561198056455203,26,371.83,2
76561198056460781,2,4.99,0
76561198056461397,114,1226.1,0
76561198056462110,17,129.91,0
76561198056463488,2,9.99,0
76561198056474589,111,1067.98,2
76561198056477511,22,254.86,0
76561198056479301,126,1585.81,0
76561198056482229,39,413.65,0
76561198056482812,98,1198.0,3
76561198056483646,4,104.92,1
76561198056483826,1,14.99,0
76561198056484103,22,229.84,0
76561198056487445,3,29.98,0
76561198056489290,98,1321.01,0
76561198056492415,2,19.99,0
76561198056495005,2,14.99,0
76561198056499870,67,550.56,0
76561198056500472,9,209.88,0
76561198056502712,2,19.99,0
76561198056503882,60,846.33,1
76561198056504388,67,793.36,0
76561198056519262,39,395.78,1
76561198056521815,7,84.94,0
76561198056524139,11,99.98,0
76561198056525244,42,187.65,0
76561198056526922,22,214.86,0
76561198056527936,213,2738.97,0
76561198056532552,99,549.38,0
76561198056536145,8,48.87,0
76561198056543650,34,807.53,0
76561198056544334,108,932.22,0
76561198056545854,90,1229.26,1
76561198056548367,40,537.73,0
76561198056549802,165,1672.59,3
76561198056551879,15,250.86,0
76561198056554213,52,500.33,1
76561198056557091,133,1365.22,0
76561198056565137,43,344.81,0
76561198056566098,17,199.92,0
76561198056567053,81,746.36,4
76561198056567204,23,222.9,0
76561198056568217,91,789.59,4
76561198056568461,117,1789.92,1
76561198056570401,110,1236.95,2
76561198056572046,15,142.93,1
76561198056573461,121,448.11,2
76561198056573492,74,725.67,0
76561198056574210,22,43.88,0
76561198056577853,18,146.91,0
76561198056578486,37,465.6,0
76561198056579186,87,476.25,2
76561198056579257,23,434.79,0
76561198056581609,20,254.87,0
76561198056584763,12,0.0,0
76561198056585131,29,318.78,0
76561198056588056,87,1169.35,0
76561198056590465,112,846.28,1
76561198056591622,6,0.0,0
76561198056592176,31,499.76,3
76561198056592934,24,109.92,0
76561198056594536,3,54.98,0
76561198056597863,43,608.62,0
76561198056600316,67,857.41,0
76561198056604423,23,329.59,0
76561198056606925,15,161.86,0
76561198056607813,16,265.9,0
76561198056612460,29,83.84,0
76561198056620172,15,83.85,0
76561198056622081,16,119.92,1
76561198056627030,8,46.86,0
76561198056628779,15,74.94,0
76561198056629925,5,43.87,0
76561198056631422,59,643.67,0
76561198056633782,24,284.75,0
76561198056634976,30,377.71,0
76561198056636850,16,259.89,0
76561198056639629,3,19.99,0
76561198056640740,202,1119.71,8
76561198056640932,24,368.78,0
76561198056640962,103,1160.26,2
76561198056645429,74,591.57,8
76561198056646824,31,322.69,0
76561198056648472,123,928.15,2
76561198056649223,130,1797.08,0
76561198056652803,134,1657.36,1
76561198056653827,85,866.28,2
76561198056657904,340,4946.72,0
76561198056658594,1,14.99,1
76561198056660202,20,149.9,0
76561198056663171,49,316.57,0
76561198056667541,55,605.32,0
76561198056670749,11,224.93,0
76561198056677680,101,1007.12,0
76561198056677830,39,294.8,1
76561198056678629,17,138.81,0
76561198056684801,18,199.75,0
76561198056685928,72,932.29,1
76561198056688107,43,449.7,0
76561198056689045,109,791.36,0
76561198056690906,93,1034.15,0
76561198056692714,7,79.95,0
76561198056693884,52,283.71,1
76561198056694379,71,1063.17,0
76561198056700959,59,748.53,0
76561198056701027,20,279.86,0
76561198056704664,55,834.56,0
76561198056707381,77,944.48,1
76561198056707717,80,545.33,2
76561198056711561,89,750.13,4
76561198056713734,9,89.95,0
76561198056714732,8,34.98,0
76561198056716664,53,784.52,0
76561198056717677,23,193.83,0
76561198056718228,37,370.62,0
76561198056718248,22,361.79,0
76561198056718255,34,106.89,0
76561198056719182,60,913.53,0
76561198056722037,5,61.86,0
76561198056724699,3,19.99,0
76561198056725131,2,14.99,0
76561198056726503,9,74.95,0
76561198056728210,53,320.6,1
76561198056728872,119,1302.96,0
76561198056733657,75,817.5,0
76561198056735088,151,1308.88,1
76561198056738577,9,69.97,0
76561198056741844,257,3303.87,1
76561198056746416,9,119.97,0
76561198056747623,67,1011.34,3
76561198056748700,14,76.84,0
76561198056748771,47,379.77,1
76561198056751268,11,114.93,0
76561198056753419,51,593.55,1
76561198056753474,92,569.53,0
76561198056757136,94,866.44,0
76561198056758154,25,362.81,0
76561198056759495,37,298.79,1
76561198056760638,66,619.48,0
76561198056761417,7,0.0,0
76561198056762771,80,958.48,0
76561198056763607,42,290.73,1
76561198056764604,27,342.82,0
76561198056768672,15,140.7,0
76561198056770028,32,481.55,0
76561198056772862,21,272.74,0
76561198056773077,36,407.6,0
76561198056773913,68,880.48,0
76561198056775482,7,19.99,0
76561198056778294,61,657.47,0
76561198056779092,41,263.54,0
76561198056780321,5,49.98,0
76561198056783123,28,315.8,0
76561198056784829,134,1715.97,0
76561198056786651,39,580.64,0
76561198056787444,36,643.7,1
76561198056790377,81,1118.39,1
76561198056793885,49,548.58,1
76561198056801459,111,1413.0,1
76561198056803276,51,536.61,1
76561198056803484,9,18.89,0
76561198056803716,59,571.71,0
76561198056804863,37,593.45,0
76561198056808191,27,364.84,0
76561198056809216,18,34.98,0
76561198056810988,18,351.84,0
76561198056813138,33,202.68,0
76561198056813277,4,59.99,0
76561198056816407,4,119.98,0
76561198056816876,50,597.62,0
76561198056816892,155,304.01,0
76561198056819834,12,259.92,1
76561198056822819,128,536.77,4
76561198056833258,172,1872.51,0
76561198056833364,23,389.79,0
76561198056837429,53,610.64,0
76561198056838505,11,179.89,0
76561198056839750,113,1317.86,0
76561198056842593,2,19.99,0
76561198056843351,111,1258.03,1
76561198056844143,16,260.84,0
76561198056847797,132,1527.98,0
76561198056847851,11,12.99,0
76561198056847888,112,1517.36,2
76561198056852944,64,694.51,0
76561198056857968,64,851.42,0
76561198056858461,5,0.0,0
76561198056859428,52,742.61,0
76561198056863351,196,2548.23,0
76561198056863768,87,1056.35,10
76561198056864027,2,19.99,0
76561198056867603,7,59.84,0
76561198056870285,2,19.98,0
76561198056871390,4,29.98,0
76561198056871958,89,721.76,0
76561198056876765,52,686.6,1
76561198056876890,3,24.97,0
76561198056877194,31,348.54,0
76561198056884067,133,934.31,1
76561198056885109,37,219.62,1
76561198056886345,21,216.75,0
76561198056886978,2,0.0,0
76561198056887415,21,59.96,0
76561198056887526,30,186.59,1
76561198056888756,8,73.86,0
76561198056890894,9,34.98,0
76561198056893931,20,194.92,0
76561198056894047,26,232.86,0
76561198056894326,23,80.83,1
76561198056894697,44,457.59,0
76561198056895018,20,212.86,0
76561198056895821,23,269.89,0
76561198056898220,112,1411.08,0
76561198056898675,78,931.94,2
76561198056899689,24,83.85,0
76561198056903880,20,17.79,0
76561198056906420,113,985.38,0
76561198056906593,102,1176.87,3
76561198056907633,74,670.29,0
76561198056913739,3,44.98,0
76561198056913989,176,1719.36,0
76561198056914348,14,158.91,0
76561198056914718,40,488.64,0
76561198056915471,32,246.9,0
76561198056915834,2,39.98,1
76561198056920111,33,167.69,0
76561198056920315,5,14.99,0
76561198056920811,26,107.73,0
76561198056923634,17,159.9,0
76561198056928371,182,1584.73,1
76561198056931853,113,1315.89,6
76561198056932328,7,49.97,0
76561198056935311,1,9.99,0
76561198056935561,59,703.53,2
76561198056941294,50,590.07,0
76561198056943586,35,494.78,0
76561198056943970,49,547.58,0
76561198056953510,53,154.82,2
76561198056954500,76,493.57,8
76561198056957512,11,97.83,0
76561198056958217,44,488.72,0
76561198056958281,1,0.0,0
76561198056960847,21,155.91,2
76561198056966018,165,1682.66,2
76561198056966702,18,199.77,0
76561198056970490,29,179.91,0
76561198056970554,58,216.58,0
76561198056970829,85,1119.33,0
76561198056970848,9,0.0,0
76561198056975014,2,0.0,0
76561198056976935,11,139.96,1
76561198056977648,28,278.74,0
76561198056977999,8,63.84,0
76561198056980314,74,515.5,2
76561198056981074,37,157.77,0
76561198056981204,54,281.57,3
76561198056984382,50,289.6,0
76561198056984515,3,19.99,0
76561198056984812,77,743.52,4
76561198056986052,25,14.99,0
76561198056986730,12,89.94,0
76561198056993502,4,44.97,0
76561198056997395,29,299.69,0
76561198056997935,332,3805.21,0
76561198056998695,10,99.95,1
76561198057,3,4.99,0
76561198057001188,21,128.84,0
76561198057003982,35,573.66,0
76561198057009427,31,574.82,0
76561198057012059,228,2418.51,0
76561198057015267,17,179.89,0
76561198057016141,31,342.79,0
76561198057019363,55,842.23,0
76561198057020692,143,2270.61,3
76561198057021386,89,969.14,0
76561198057021888,2,0.0,0
76561198057022737,24,335.8,0
76561198057023291,69,870.14,0
76561198057024031,90,752.16,0
76561198057027227,82,606.48,0
76561198057027302,80,1136.4,0
76561198057033715,4,43.88,1
76561198057035287,74,730.74,1
76561198057042886,43,560.54,1
76561198057047223,19,179.75,0
76561198057049076,115,1520.01,0
76561198057053248,31,479.76,0
76561198057056954,32,418.79,2
76561198057058160,44,333.82,0
76561198057058249,5,19.98,1
76561198057060736,19,82.94,1
76561198057062533,95,1027.08,5
76561198057065856,89,901.18,1
76561198057065903,189,2574.5,2
76561198057067237,61,500.73,3
76561198057068455,32,402.73,2
76561198057069464,165,2049.73,0
76561198057075691,21,179.92,0
76561198057081168,3,19.99,0
76561198057083118,9,69.98,0
76561198057084977,68,916.48,0
76561198057086148,66,1142.28,1
76561198057092551,53,151.81,0
76561198057092916,1,9.99,0
76561198057093397,99,673.53,1
76561198057097681,22,254.87,0
76561198057101482,26,311.81,0
76561198057104797,49,433.52,1
76561198057107866,47,479.76,0
76561198057108226,15,184.93,0
76561198057110929,126,1171.12,3
76561198057111829,30,239.71,2
76561198057114686,88,710.78,0
76561198057118231,88,1172.09,1
76561198057120056,57,368.62,0
76561198057122719,9,69.95,0
76561198057125811,53,622.49,1
76561198057130438,29,251.6,2
76561198057130520,7,62.96,0
76561198057131245,1,8.99,0
76561198057134342,74,605.2,0
76561198057134853,132,1182.86,1
76561198057136533,39,509.69,0
76561198057141485,36,379.79,0
76561198057144077,20,171.86,0
76561198057146623,28,130.7,0
76561198057150965,20,321.72,0
76561198057152266,11,0.0,0
76561198057152829,76,864.21,0
76561198057161003,3,14.99,0
76561198057162629,4,34.97,0
76561198057168370,77,1064.2,0
76561198057168558,22,209.85,0
76561198057175454,39,376.78,1
76561198057175474,7,34.98,0
76561198057175681,112,996.87,0
76561198057175712,24,193.69,0
76561198057177409,117,1688.95,0
76561198057178210,21,149.91,0
76561198057178277,401,5637.51,6
76561198057180078,34,471.76,1
76561198057180104,5,49.97,0
76561198057184740,75,1050.52,0
76561198057186159,4,0.0,0
76561198057195405,262,3012.85,4
76561198057195540,12,77.75,0
76561198057195912,46,502.55,0
76561198057196636,33,335.77,0
76561198057198704,90,866.36,1
76561198057201155,56,714.66,0
76561198057201323,80,743.51,1
76561198057208059,27,102.93,0
76561198057210491,87,710.26,3
76561198057210508,14,229.88,0
76561198057212865,57,357.59,0
76561198057213940,71,913.45,0
76561198057220133,61,895.09,0
76561198057220250,48,279.77,1
76561198057221618,7,0.0,0
76561198057222830,21,274.88,2
76561198057223964,24,210.66,0
76561198057224260,9,121.93,0
76561198057229182,24,17.79,0
76561198057231098,2,29.98,0
76561198057232925,136,1672.94,0
76561198057233213,103,944.27,1
76561198057235139,96,1135.19,0
76561198057237492,4,49.97,0
76561198057238131,4,9.99,0
76561198057246699,229,3120.75,0
76561198057247544,27,370.74,0
76561198057248971,1,19.99,0
76561198057253097,146,1700.36,4
76561198057254095,104,1732.9,0
76561198057257205,142,1779.54,0
76561198057257346,48,446.48,0
76561198057263232,33,288.76,2
76561198057266105,2,0.0,0
76561198057266743,9,124.95,0
76561198057266983,58,517.38,0
76561198057268166,23,176.34,0
76561198057274582,35,392.83,0
76561198057276303,65,566.65,3
76561198057276419,51,393.56,0
76561198057282102,61,967.3,0
76561198057282178,37,300.74,0
76561198057282915,27,286.79,0
76561198057283347,11,34.97,0
76561198057283425,296,3827.11,3
76561198057283559,110,1330.97,0
76561198057283820,29,181.62,1
76561198057285098,23,344.81,0
76561198057285123,21,414.82,0
76561198057285975,37,192.74,0
76561198057286115,47,315.58,0
76561198057293640,151,1575.7,0
76561198057293724,62,956.5,0
76561198057294142,40,42.77,0
76561198057300081,4,39.98,0
76561198057300880,96,1044.15,0
76561198057300929,12,41.86,0
76561198057305920,11,126.93,0
76561198057306804,34,174.89,0
76561198057307730,41,291.75,1
76561198057309239,41,383.1,1
76561198057311703,83,939.46,0
76561198057311914,9,19.99,0
76561198057317702,12,234.91,0
76561198057317761,7,0.0,0
76561198057317814,67,343.53,0
